Ürün,Ağırlık,Ana Grup,Endeks_2024-12-31,Endeks_2025-01-06,Endeks_2025-01-07,Endeks_2025-01-09,Endeks_2025-01-10,Endeks_2025-01-11,Endeks_2025-01-12,Endeks_2025-01-13,Endeks_2025-01-14,Endeks_2025-01-15,Endeks_2025-01-16,Endeks_2025-01-17,Endeks_2025-01-18,Endeks_2025-01-19,Endeks_2025-01-20,Endeks_2025-01-21,Endeks_2025-01-22,Endeks_2025-01-23,Endeks_2025-01-24,Endeks_2025-01-25,Endeks_2025-01-26,Endeks_2025-01-27,Endeks_2025-01-28,Endeks_2025-01-29,Endeks_2025-01-30,Endeks_2025-01-31,Endeks_2025-02-01,Endeks_2025-02-02,Endeks_2025-02-03,Endeks_2025-02-04,Endeks_2025-02-05,Endeks_2025-02-06,Endeks_2025-02-07,Endeks_2025-02-08,Endeks_2025-02-09,Endeks_2025-02-10,Endeks_2025-02-11,Endeks_2025-02-12,Endeks_2025-02-13,Endeks_2025-02-14,Endeks_2025-02-15,Endeks_2025-02-16,Endeks_2025-02-17,Endeks_2025-02-18,Endeks_2025-02-19,Endeks_2025-02-20,Endeks_2025-02-21,Endeks_2025-02-22,Endeks_2025-02-23,Endeks_2025-02-24,Endeks_2025-02-25,Endeks_2025-02-26,Endeks_2025-02-27,Endeks_2025-02-28,Endeks_2025-03-01,Endeks_2025-03-02,Endeks_2025-03-03,Endeks_2025-03-04,Endeks_2025-03-05,Endeks_2025-03-06,Endeks_2025-03-07,Endeks_2025-03-08,Endeks_2025-03-09,Endeks_2025-03-10,Endeks_2025-03-11,Endeks_2025-03-12,Endeks_2025-03-13,Endeks_2025-03-14,Endeks_2025-03-15,Endeks_2025-03-16,Endeks_2025-03-17,Endeks_2025-03-18,Endeks_2025-03-19,Endeks_2025-03-20,Endeks_2025-03-21,Endeks_2025-03-22,Endeks_2025-03-23,Endeks_2025-03-24,Endeks_2025-03-25,Endeks_2025-03-26,Endeks_2025-03-27,Endeks_2025-03-28,Endeks_2025-03-29,Endeks_2025-03-30,Endeks_2025-03-31,Endeks_2025-04-01,Endeks_2025-04-02,Endeks_2025-04-03,Endeks_2025-04-04,Endeks_2025-04-05,Endeks_2025-04-06,Endeks_2025-04-07,Endeks_2025-04-08,Endeks_2025-04-09,Endeks_2025-04-10,Endeks_2025-04-11,Endeks_2025-04-12,Endeks_2025-04-13,Endeks_2025-04-14,Endeks_2025-04-15,Endeks_2025-04-16,Endeks_2025-04-17,Endeks_2025-04-18,Endeks_2025-04-19,Endeks_2025-04-20,Endeks_2025-04-21,Endeks_2025-04-22,Endeks_2025-04-23,Endeks_2025-04-24,Endeks_2025-04-25,Endeks_2025-04-26,Endeks_2025-04-27,Endeks_2025-04-28,Endeks_2025-04-29,Endeks_2025-04-30,Endeks_2025-05-01,Endeks_2025-05-02,Endeks_2025-05-03
Konserve Balık,0.0002991435181038684,Gıda ve alkolsüz içecekler,100.0,100.01201835637762,100.01201835637762,100.01201835637762,100.01201835637762,100.01201835637762,100.01201835637762,100.01201835637762,100.42558328198481,100.8861540057258,100.8861540057258,100.8861540057258,100.8861540057258,100.8861540057258,100.8861540057258,100.8861540057258,100.8861540057258,100.8861540057258,100.8861540057258,100.8861540057258,100.8861540057258,100.8861540057258,100.8861540057258,100.8861540057258,100.8861540057258,100.8861540057258,100.96045698051756,100.96045698051756,100.96045698051756,100.96045698051756,100.99924806487495,101.00183377260107,101.17784979885673,101.17650960690634,101.17610270451164,101.32267799709247,101.339557619438,101.3519144679037,101.35954041676875,101.3557964050724,101.78291350725024,101.78617841023059,102.16576156331006,102.19385993647889,102.54887634503886,102.54887634503886,102.82296490947283,102.68683479480569,102.6238904946511,103.61290208868988,103.8199643762906,104.02133864993696,103.99623783688708,103.99008386029823,104.11486063973132,104.1624799602499,104.19894141604154,104.3943983285631,104.80943233863793,105.18209025639675,105.39925728193265,105.47322271161035,105.62611949959428,105.59193706661891,105.92788235741418,106.0523124914468,106.55373649409032,106.46373175228454,106.41804424983428,106.43957137832186,106.38061126958569,106.65318685136882,106.73984990067005,106.72075416663085,106.69597614019335,106.14563551184055,106.14420950303531,106.152846333193,106.15820314196573,106.18420052865747,106.1837614426762,106.19100302611642,106.51262525561229,106.51262525561229,106.51262525561229,106.51846421740119,106.52596641245873,106.82642806100078,106.80942538187692,106.80380985527901,106.81246458567435,107.12551283609848,107.12930265393574,107.2960052266969,107.38526039725747,107.3780827863286,107.36649559112243,107.36874008012134,107.3664103594568,107.37146891658738,107.74218910903323,107.74325483204518,107.74047591798195,107.4536065152963,107.4536065152963,107.4536065152963,107.30908347037355,107.30908347037355,107.31084579135953,107.31084579135953,107.31084579135953,107.31084579135953,107.31084579135953,107.31084579135953,107.79875603369892,107.79875603369892,107.79875603369892,107.79875603369892
Konserveler,0.0003127690155268254,Gıda ve alkolsüz içecekler,100.0,100.66716817984715,100.66716817984715,100.66792248964349,100.75145443101707,100.75145443101707,100.75005525668934,100.75005525668934,100.75005525668934,100.75005525668934,100.74067574216554,100.74067574216554,100.74067574216554,100.74067574216554,100.74067574216554,100.74067574216554,100.74067574216554,100.74067574216554,100.74067574216554,100.74067574216554,100.74067574216554,100.74067574216554,100.78952055195936,100.78952055195936,100.78952055195936,100.92121106273562,100.99049517060108,100.99049517060108,100.99049517060108,101.15265783028148,101.62852293726232,101.69292446336146,101.6880884599568,101.78079700018547,101.78048704561343,101.78492355478967,101.79536284005107,101.92899691474202,101.932730152982,102.19078827497796,102.2700005302845,102.2717131159808,102.33005687614857,102.37764041409805,102.53835756243657,102.53835756243657,103.22252704423865,103.07875722390503,103.13353662919313,103.16007528592787,103.37755529754811,103.59067473141783,103.56388709716818,103.66790394858904,103.7992164157991,103.62057809362281,103.94151871456927,104.48738704409833,104.69599470076452,104.99793875769983,105.02596527966173,105.14172343102106,105.1418303305548,105.1039375198986,105.47346516585323,105.61395130304088,105.66306549318203,105.56186214255155,105.51049590526883,105.5347158626643,105.46776439106831,105.68807793823831,105.78643278183664,105.70315771333576,105.67502637236328,105.66414067229064,105.66348179430689,105.66749123724517,105.6699779003089,105.68204571962387,105.68184192537264,105.6852029899349,105.68742976415876,105.68742976415876,105.68742976415876,105.69031739298165,105.69383764578268,105.69641946968204,105.68751568181551,106.07117212093529,106.0757423377475,106.07436814970303,106.51668366465148,106.52621577193612,106.89317300598302,106.8894915033292,106.88381991944101,106.88381991944101,106.88381991944101,106.88381991944101,106.8885255165132,106.88922805063119,106.85201007607425,107.24936185986415,107.24936185986415,107.24936185986415,107.24936185986415,107.24936185986415,107.10242983005304,107.66863265027003,107.66863265027003,107.66863265027003,107.66863265027003,107.66863265027003,107.66863265027003,107.56513735036101,107.15720714833354,107.39881482651994
Kraker,0.0007022211658667476,Gıda ve alkolsüz içecekler,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,101.23599963317591,101.23599963317591,101.33983142767151,101.33983142767151,102.61514552709805,102.61514552709805,102.61514552709805,102.61514552709805,102.61514552709805,102.61514552709805,105.49735629151304,105.6164522397075,105.6164522397075,105.6164522397075,105.85312219972663,105.85312219972663,105.94561265350855,106.52867249905249,106.52867249905249,106.52867249905249,106.52867249905249,106.52863029198056,106.57782696272298,106.58854617342011,106.63510537621895,106.63292736641621,106.63231342217814,106.64273627320733,106.66194652366525,106.72793718510974,106.73654329788485,106.73220970542073,106.74260618686422,106.74709866342597,106.75467026353782,106.78476623206103,107.03050692197414,107.03050692197414,107.11230882440803,106.96641593361893,107.0061902478636,107.02547527902485,107.23502606126107,107.43682589454788,107.41719168743589,107.412411109545,107.56008868761843,107.59590760948903,107.62291475932288,107.91734725339337,108.22286621489306,108.38523305024657,108.40473117329266,108.48727056451379,108.48734616149449,108.46076188849752,108.71615388145966,108.85673225327712,108.89005039433457,108.82140685675503,108.78655508827902,108.4608912525434,108.4159780938311,109.07046221263298,109.1356027677316,109.12124217059993,108.75947733817912,108.92204527908874,108.92061365756378,108.9293253846259,108.93491858693139,108.962890443672,108.96245174971814,108.96968686847227,108.97448044890352,108.97448044890352,108.97448044890352,108.98069679455986,108.98827524731001,109.35245963982794,109.33596406990446,109.33019550677434,109.33894078391317,109.33612649098725,109.33983786557245,109.35927866239172,109.29713976641055,109.28970699448672,109.27866566921594,109.27918390382789,109.27918390382789,109.28268786473747,109.28268786473747,109.39799775632748,109.28895443971591,108.7026453685165,108.7026453685165,108.8150963809667,108.8150963809667,108.81574438532446,108.7917638758778,108.7917638758778,108.7917638758778,108.7917638758778,108.64019053714442,108.83998858870699,109.40269239326898,109.09304463615209,109.0189325134373,108.94428335441103
Kravat,0.00012890195603444237,Giyim ve ayakkabı,100.0,100.0,100.0,99.9978808520918,99.98604335156004,99.97088582682952,99.97917919952744,99.97811492012508,99.93874437904104,99.85821587288557,99.9329395738212,99.91970786412736,99.54907245559708,99.47561210881832,99.86379436219896,99.9276558015406,100.37989409000107,100.0927709036747,100.70096470284103,100.70907246335224,100.63252115025908,100.7179585736197,100.76925112673294,100.89799645906145,100.86422052293582,100.94702850258672,101.438737245547,101.56468123956776,101.48668174942082,101.85811069440696,101.89504877740788,102.12601039439716,101.93754300511289,101.85508237352607,101.44811448003584,101.38363360217856,101.48009077803934,101.49475968174164,101.47375085677832,101.47375085677832,101.47375085677832,101.47375085677832,101.47375085677832,101.84297800409928,101.85414782872576,102.0076415998006,102.20148671203248,102.19508600503367,102.02087349263932,101.9045218484497,102.79914691447514,102.79914691447514,102.8432917297928,102.956659244086,103.0481644913152,103.06352873633396,103.05105854482446,102.92409706124825,103.00363648103426,102.88717787361246,102.88311754340876,102.81957629706466,102.757436548799,103.9321856922359,103.00288254168512,102.47993350704516,102.58149147771924,102.3374354977782,102.13859164117994,101.28192815656163,101.38378973170946,101.62343078572476,101.60951792936513,102.35817776703809,102.35817776703809,102.09248632554257,101.90238967978073,101.87228275552827,101.47737556376389,101.4079414027748,101.09548284333157,101.3049504151242,101.0474379925832,101.0474379925832,101.0474379925832,101.1216788264548,101.30854866985064,101.35124093875535,101.50781313012388,101.56688007982576,101.66858680409412,101.74017565344283,101.88358419970174,103.50176933229096,104.79493931677897,104.6810467688844,104.83833801119508,104.79195026811156,105.11748127684554,105.49130334945028,105.32232306642128,104.93396752347176,105.1391302112364,104.89501702696276,104.79849026685564,104.99622814311338,105.8540244683702,105.7970017380186,105.79271784855946,105.7442515725004,105.64698751765904,105.61499188499744,105.26224935253752,105.16453090718436,104.07322073870304,104.1583799758587,103.41896800581983,103.52105566308285
Krem Peynir,0.0006445609967926153,Gıda ve alkolsüz içecekler,100.0,100.33557531273338,100.42133221471003,100.56970214106265,100.83744168159818,100.83744168159818,100.92168348751427,102.22699465197218,102.50907037944539,103.66572483835019,103.74051034965073,104.06710484170219,104.06710484170219,104.06710484170219,104.06710484170219,104.06710484170219,104.06710484170219,104.21792240453598,105.8215250661779,106.05067034759834,106.05067034759834,106.42853314022369,106.54442535368712,106.96538266995641,106.96538266995641,107.13611983919222,107.54482685637936,107.54482685637936,107.50240608884152,107.41117444002555,107.42089474323933,107.69997155754511,107.85785405924521,108.35877312747218,108.35830013373575,108.5474323745104,108.65474713771302,108.83278183250474,109.03327108480761,109.26303874371881,109.61383521293489,109.64088522506606,109.6475612485664,109.6714244820505,109.78677543336441,109.78677543336441,109.95563012859564,109.76333575387326,109.8465248582164,109.80103279195536,110.11500299575661,110.25063720265788,110.23308793466936,110.30308876412789,110.39017859834995,110.42154427423539,110.35599031731958,110.69714375663962,110.71256758934125,110.96523211691101,110.98172793519348,111.22808525837942,111.22814430362892,111.20721447077638,111.56829072870298,111.67233766750297,111.69836755663304,111.646233073844,111.69873707165662,111.71133696347478,111.67651102130758,111.78951017571168,111.78090550068012,111.86319001370096,111.72762063116039,111.37726122353445,111.37660851965859,111.34232163238012,111.34478414296771,111.39247993734782,111.39227805940199,111.33578825954602,111.36475671476526,111.36475671476526,111.36475671476526,111.41873560878561,111.47992854819118,111.82629126720013,112.21860933264902,112.28274830546357,112.28682961991751,112.14771157100178,112.20704847769598,112.43760665525338,112.44281630410447,112.54694685936202,112.54139487371909,112.19229513809637,112.54772702731017,112.4932793408449,112.58285958186345,112.58320249044493,112.5814496193871,112.19216568290568,112.19216568290568,112.37228795098866,112.11813213412105,112.11813213412105,112.26838420257243,112.26838420257243,112.26838420257243,112.26838420257243,112.26838420257243,112.1194123354573,112.58737120280244,113.08847112767562,113.09280060212697,113.09484272564812
Kuru Fasulye,0.0011069236737325154,Gıda ve alkolsüz içecekler,100.0,99.99928535695702,99.99928535695702,101.72740980261823,101.63296426435322,101.63296426435322,101.63296426435322,101.63296426435322,101.63296426435322,101.63296426435322,101.63296426435322,101.63296426435322,101.63296426435322,101.63296426435322,101.63296426435322,101.63296426435322,101.63296426435322,101.63296426435322,102.00661080316328,102.00661080316328,102.00661080316328,102.00661080316328,102.00661080316328,102.00661080316328,102.00661080316328,102.00661080316328,102.00661080316328,102.00661080316328,102.00661080316328,102.00647548369798,102.47170583743186,102.50208210002023,102.49122368782191,102.48876305817072,102.48827668589449,104.58418545031847,104.59544815321193,104.60373815947115,104.60967338373877,104.60656523974532,104.61424907103742,104.61628451023226,104.62118514248739,104.63870229648154,104.68012883209718,104.68012883209718,104.84815533321374,104.78985526426885,104.83116553548304,104.85146826086826,105.01382132418848,105.29366288482285,105.27321344225903,105.26819960791978,105.37065449262266,105.41002293197097,105.44016427852327,105.60305529416812,105.9400611969074,106.11922597263825,106.14074540845617,106.23184349906363,106.23192470498746,106.20313954745468,106.42479961652111,106.53137707802496,106.56862443926236,106.49462318995286,106.45705360487277,106.4749194861605,106.42553569883691,106.588067967997,106.66058677212014,106.64446043886421,106.62353483401704,106.38939051764285,106.3885889088956,106.39346689910754,106.39649226052532,106.41117446434909,106.41092651400793,106.41501581861364,106.41772508475617,106.41772508475617,106.41772508475617,106.4212384132556,106.63212687064897,106.97779720390092,106.96802257593323,106.96460414826312,106.96960301524851,107.35974286106537,107.36173234425819,107.59282371452528,107.59811101836922,107.39828968421851,107.61285411075738,107.61285411075738,107.60605508913328,107.82029677758966,107.82029677758966,107.82029677758966,108.21889165197594,108.59338778679428,108.59338778679428,108.59338778679428,108.59257011953325,108.59257011953325,108.60172811693867,108.60172811693867,108.60172811693867,108.60172811693867,108.95056527462579,108.95056527462579,108.95056527462579,108.95056527462579,108.95056527462579,108.95056527462579
Kuru Kayısı,0.0004007787244996272,Gıda ve alkolsüz içecekler,100.0,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,104.8495370370371,104.8495370370371,104.8495370370371,104.8495370370371,104.8495370370371,104.8495370370371,104.8495370370371,104.91280935048299,104.90684831811595,104.90910045124664,104.90878928982961,104.90878928982961,105.46728551801046,105.46728551801046,105.47058394758099,105.47058394758099,105.47512803549269,105.47512803549269,105.47512803549269,105.47512803549269,105.68368181176955,105.68368181176955,105.86025841246389,105.39290536613235,105.44198394787567,105.46151155113444,105.622702145007,105.78056940695384,105.76148336234894,105.75709622022045,105.83479230865676,105.86088992957905,105.88086830724592,105.98882572474426,106.21975994767614,106.34240920386651,106.3571326846874,106.41945749336348,106.42168839704426,106.40129681766884,107.00006400736316,107.06894843306212,107.09301399355759,107.04839476231831,107.02573579426391,107.03651258561229,107.0067260308129,107.10477794598334,107.14850015932629,107.1387800979218,107.12616653824742,106.72693858841544,106.72693858841544,106.72693858841544,106.72693858841544,106.73552980731426,106.73552980731426,106.73552980731426,106.73552980731426,106.73552980731426,106.73552980731426,106.73552980731426,106.73552980731426,107.15966737387579,107.15966737387579,107.15782338425468,107.15782338425468,107.15782338425468,107.15782338425468,107.15782338425468,107.15782338425468,107.15782338425468,107.15782338425468,107.16063790244279,107.16063790244279,107.16063790244279,107.17374285821913,107.17374285821913,107.15419583708965,107.15419583708965,107.15419583708965,107.15419583708965,107.15419583708965,107.15755184160926,105.07071538556735,105.07071538556735,105.07071538556735,105.07071538556735,105.23913302928412,105.23913302928412,104.4294392980049,103.51568170414738,104.70041053624064,104.70041053624064
Kuru Soğan,0.003648801480260061,Gıda ve alkolsüz içecekler,100.0,99.1864630447435,99.1864630447435,98.9160725611164,98.9160725611164,99.53335703219798,98.79566307605792,99.26780483508327,99.69325275111521,99.87534088399396,99.87534088399396,99.87534088399396,102.03014867005639,102.03014867005639,102.03014867005639,102.03014867005639,102.03014867005639,102.03014867005639,102.44301041971062,102.44301041971062,103.16831346120954,103.16831346120954,104.08106698490658,104.08106698490658,104.08106698490658,101.7803679725913,101.7803679725913,101.7803679725913,101.7803679725913,101.6114404891554,105.31839622949803,105.67289193434395,105.66555344392039,105.66555344392039,105.66555344392039,105.99186297836518,105.99186297836518,105.99186297836518,105.99186297836518,103.9607357941318,103.80660989824158,103.80660989824158,103.80660989824158,104.30926187872593,106.81495006046814,106.81495006046814,106.90114781001566,106.83613353729993,106.8821989571785,106.90257547091954,107.76792290863581,108.25535687969297,109.4368304279175,106.92350773851965,107.02925217602824,107.95834946199795,108.30343657326738,110.19957792966567,115.61156883756618,115.77675048446979,114.50759890116532,115.0818659397491,116.05841667567489,116.03089985491452,116.6645920580579,120.16182136392868,120.19858280481859,120.60153333976018,120.29710744311086,122.4902201693726,121.68087226613835,123.25842636168218,122.45621296633095,121.68182667882743,120.25769274988929,121.27252560009933,121.27252560009933,121.27252560009933,122.41705678622445,126.6175427361941,126.6175427361941,126.6175427361941,126.30119048822601,126.30119048822601,126.30119048822601,125.19236128416802,125.68126950543319,125.68126950543319,125.68126950543319,125.89853242811411,125.89853242811411,125.89853242811411,127.34554127614395,126.6730599808994,132.0292870104872,132.0292870104872,129.45896534006195,129.45896534006195,129.45896534006195,125.52913189741939,119.66384335703953,119.66384335703953,117.95054197967806,119.6937135198144,119.6937135198144,121.43818718046732,117.87459030097509,113.31479713757429,112.61953721034689,113.98345888146353,112.4928295150974,112.4928295150974,112.4928295150974,113.47715007795118,109.87461356085737,108.84327114710905,102.86166528510465,104.12885089402776
Kuru Temizleme Ücreti,0.00043659597973196924,Giyim ve ayakkabı,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,105.64673085495376,105.64673085495376,105.64673085495376,105.64673085495376,105.64673085495376,105.64673085495376,105.64673085495376,105.64673085495376,105.64673085495376,105.64673085495376,105.64673085495376,105.64673085495376,105.64673085495376,105.64673085495376,105.64673085495376,109.0199871090923,109.0199871090923,109.0199871090923,109.0199871090923,109.0199871090923,109.0199871090923,105.96745636114966,105.96745636114966,105.96745636114966,105.96745636114966,105.96745636114966,105.96745636114966,105.96745636114966,105.96745636114966,105.96745636114966,105.96745636114966,105.96745636114966,105.96745636114966,105.96745636114966,105.96745636114966,105.93259919425756,101.83767939267469,101.83767939267466,97.90105239527988,97.90105239527983,97.9010523952798,97.90105239527978,97.90105239527978,97.90105239527978,97.90105239527978,97.90105239527978,97.90105239527978,97.90105239527978,97.90105239527978,97.90105239527978,100.82099648618552,100.82099648618552,100.82099648618552,100.82099648618552,100.82099648618552,100.82099648618552,100.82099648618552,100.82099648618552,100.82099648618552,100.82099648618552,100.82099648618552,100.82099648618552,100.82099648618552,100.82099648618552,100.82099648618534,100.82099648618534,100.82099648618534,100.82099648618534,100.82099648618534,100.82099648618534,100.82099648618534,99.03891812137296,99.03891812137296,99.03891812137296,99.03891812137296,99.03891812137296,99.03891812137296,99.03891812137296,99.03891812137296,99.03891812137296,99.03891812137296,99.03891812137296,99.03891812137296,99.03891812137296,99.03891812137296,94.34137531889525,94.34137531889525,94.34137531889525,94.34137531889525,94.34137531889525,94.34137531889525,94.34137531889525,87.44382169174551,87.44382169174551,87.44382169174551,87.44382169174551,87.44382169174551,87.44382169174551,91.00568109388188,91.00568109388188,91.00568109388188,91.00568109388188,91.00568109388188,91.00568109388188,91.00568109388188,91.00568109388188,91.00568109388188,91.00568109388188,91.00568109388188
Kuru Üzüm,0.0004062922855745838,Gıda ve alkolsüz içecekler,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.01066840325406,100.01255249872885,100.01255249872885,100.01255249872885,99.8076096940532,99.8076096940532,100.22729264033579,99.03820655167836,99.07496837075011,99.09303525610133,99.24216793080261,99.38822245615285,99.36946137473322,99.36486147101871,99.45885804179983,99.4893936066314,99.0562976775972,99.69015251692788,99.9605922569587,100.10429943338099,100.1215556968556,100.19460430664469,100.19467173996112,100.17076857664375,101.6611754211326,101.75080984864704,101.78213210473402,101.7176004659087,101.68483651377586,101.70041759728585,101.65734993804203,101.79910024127294,101.862338141599,101.84827647614429,101.83002975388771,100.67524275121677,100.67524275121677,100.67524275121677,100.67524275121677,101.14266178222302,101.14266178222302,101.14266178222302,101.14266178222302,101.14266178222302,101.14266178222302,101.14266178222302,101.14266178222302,102.46167091601602,102.46167091601602,102.46167091601602,102.46167091601602,102.46167091601602,102.46167091601602,102.46167091601602,102.03185573542011,102.03185573542011,102.03185573542011,102.03185573542011,102.03185573542011,102.03185573542011,102.05591995510181,102.05591995510181,102.05591995510181,101.10515840688872,101.10515840688872,101.10515840688872,100.4605900017446,100.4605900017446,102.04311721493029,102.04311721493029,102.04311721493029,102.04311721493029,102.04311721493029,102.04311721493029,103.06346199040088,103.06346199040088,103.06346199040088,103.25213952562522
Kuzu Eti,0.01046724046463036,Gıda ve alkolsüz içecekler,100.0,99.66462155389107,99.84954209651822,100.2884779211142,100.33663919487942,100.41058856548668,100.98723701394397,100.98723701394397,100.98723701394397,100.98723701394397,100.98723701394397,100.98723701394397,100.98723701394397,100.98723701394397,100.98723701394397,100.98723701394397,100.98723701394397,100.98723701394397,100.75634203520572,100.83481446312348,100.83481446312348,100.83481446312348,100.83481446312348,100.63837047806177,101.37160694637235,101.37160694637235,101.43441886220069,101.43441886220069,101.43441886220069,101.53151084225496,101.53695267256208,101.77661035964331,101.7722977354906,101.77132038767695,101.77108286264298,101.77302560400392,101.9335160056432,101.93612214349623,101.938922267902,101.9374559483955,102.05772893167342,102.32335344929955,102.3475240225258,103.45779406508551,103.45758901869007,103.45758901869007,103.78047591150276,103.74465128867743,103.50669737497655,105.62064511395779,106.33667419948823,106.4035917185999,106.63300126851765,106.28303618644676,106.33618834772605,106.36442662698984,106.38604414177844,106.5028606812159,106.5390355060724,107.38026690846596,108.52231192393991,108.70437370211512,108.83083383155206,109.10246907433113,109.72820782312127,109.80047874243301,109.82572778799617,109.60647938482818,109.6088005431679,109.62134675039918,109.18674537340063,109.30948441016241,109.35753910493615,109.27311365640055,109.9629775508242,110.21206465679008,110.21179637005329,110.3732184484001,110.8877813828427,111.21100207764071,111.21100207764071,111.46512923618737,111.49232907893905,111.49232907893905,111.49232907893905,111.5904240828578,111.5904240828578,111.42133922848953,111.42133922848953,111.2053955704394,111.2053955704394,111.63815574459821,112.22637897452587,112.22637897452587,112.53935702120907,112.53935702120907,112.66233621110781,112.66233621110781,112.40789277772596,112.40789277772596,112.40789277772596,112.40789277772596,112.06168918010624,111.82085395666232,111.82085395666232,112.10073320091752,112.71677590480391,112.04846183168027,112.93019649029674,112.54180574482993,112.54180574482993,112.64530840082791,112.50764069879618,112.43543015311485,112.43543015311485,111.69552278838228,112.26967295318751,112.26967295318751
Kömür Ücreti,0.00704272320998684,Konut,100.0,100.0,101.04700204495944,100.97602649286527,101.32154494945064,101.56982001034572,102.0662883635751,101.90627776564362,102.7916081977663,102.7916081977663,102.7916081977663,102.7916081977663,102.7916081977663,102.7916081977663,102.7916081977663,102.7916081977663,102.8161608800478,102.8161608800478,102.8161608800478,102.8161608800478,102.8161608800478,102.8161608800478,102.8161608800478,102.8161608800478,102.8161608800478,102.8161608800478,102.8161608800478,102.8161608800478,102.8161608800478,102.8161608800478,102.8161608800478,102.8161608800478,102.8161608800478,102.8161608800478,102.8161608800478,102.8161608800478,102.8161608800478,102.8161608800478,102.8161608800478,102.8161608800478,102.8161608800478,102.8161608800478,103.27042606333887,103.509971720208,103.6341766865477,103.51741914652384,103.60547218407268,103.06802935234232,103.52025678598272,103.61009536917464,104.15186148049185,104.15186148049185,104.29597480054242,104.4316454630382,104.51273679860928,104.62121293507836,105.1226384082624,104.49568478993966,105.10280046684944,105.14001024849216,104.18957476830384,104.32359750872332,105.04964783263134,105.02720949220004,104.6081028072208,104.66324739461923,105.1621678099951,104.7061882155518,104.39878814551216,103.69285724238247,104.02550369848645,104.6713826991316,105.11674342731376,105.55921665680256,105.55921665680256,105.35703985908556,105.0346847501204,104.75412195460277,104.90967096947996,104.41397459451724,104.29990027942917,104.2741756038749,104.42381284328656,104.42381284328656,104.42381284328656,105.42529886387231,105.66116179809788,105.25143829864662,105.71865074734038,104.81133034816668,105.24079732804668,105.8477923372568,105.5462202117619,104.98333852982154,104.87073898213798,105.82396898451157,106.03112968047024,105.79123462100829,106.40980078603329,106.87596061377084,106.47008763366698,106.22501846812447,106.41556337266006,106.32019779926271,106.1904454219298,105.64806051284287,106.411861210108,106.182753812858,106.06284480040028,105.68229966556986,106.22558077845036,105.77501892283765,107.19794209707796,106.53902280354644,106.8570263795432,107.55358584870572,107.14364829554832,106.47417896085517
Köprü Geçiş Ücreti,5.682137672817453e-05,Ulaştırma,100.0,100.0,100.0,100.0,100.0,100.0,100.0,133.54986999992613,133.54986999992613,133.54986999992613,133.54986999992613,133.54986999992613,133.54986999992613,133.54986999992613,133.54986999992613,133.54986999992613,133.54986999992613,133.54986999992613,133.54986999992613,133.54986999992613,133.54986999992613,133.54986999992613,133.54986999992613,133.54986999992613,133.54986999992613,133.54986999992613,133.54986999992613,133.54986999992613,133.54986999992613,133.54986999992613,133.54986999992613,133.54986999992613,133.54986999992613,133.54986999992613,133.54986999992613,133.54986999992613,133.54986999992613,133.54986999992613,133.54986999992613,133.54986999992613,133.54986999992613,133.54986999992613,133.54986999992613,133.54986999992613,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557,133.505939813557
